Store Number,Equipment,Quantity,Repair,Replace,Notes
3017,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,0,0,
3017,Oil Tanks (Leaking),5,0,0,
3017,"Oil Tank Hoses (Leaking, Cracked, Worn)",11,0,0,
3017,Oil Tanks (Not In Use),0,0,0,
3017,Trash Cans ,4,0,0,
3017,Water Bibb cocks (washer/coolant),4,0,0,
3017,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0,
3017,Coolant pump/hoses (Operational),2,0,0,
3017,"Air Regulators (Operational, Leaks)",5,0,0,
3017,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
3017,"Water Separators (Operational, Leaks)",5,1,0,1 needs a regulator 
3017,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
3055,Transmission Machine ,1,,,ok
3055,Tire Machines,,,,
3055,Tire Balancer,,,,
3055,Radiator Machine,1,,,Good working order
3055,Oil Evacuator,1,1,1,intake pressure valve tube does not seal
3055,Differential EVAC machine,1,,,ok
3055,BFE EVAC Machine,2,,,good 
3055,A/C machine,,,,
3055,Sump EVAC Machine ,,,,
3055,"Oil sumps (leaking, roller condition)",6,,,Ok
3055,"Compressors (Operational, Down Time)",1,,,Shared with wash
3055,"Oil Pumps (Operational,  Down Time)",5,,,Ok
3055,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,,,Ok
3055,"Oil Guns (Leaking, Screen operational)",24,0,1,Broken screen
3055,"Oil Gun Hoses (Leaking, Cracked, Worn)",28,,,Ok
3055,Grease Gun (Leaking),6,,,Ok
3055,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",6,,,Good working order
3055,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
3055,Oil Tanks (Leaking),10,,,Ok
3055,"Oil Tank Hoses (Leaking, Cracked, Worn)",40,,,Ok
3055,Oil Tanks (Not In Use),5,,,Waste oil not used
3055,Trash Cans ,6,,,Ok
3055,Water Bibb cocks (washer/coolant),8,,,Ok
3055,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,ok
3055,Coolant pump/hoses (Operational),1,,,ok
3055,"Air Regulators (Operational, Leaks)",4,,,ok
3055,"Air hoses (Operational, Leaks, Cracks)",8,,,ok
3055,"Water Separators (Operational, Leaks)",1,,,unknown
3055,Lower Bay Mop Sink Lift Pump (Operational),1,,,ok
3056,Transmission Machine,0,,1,
3056,Tire Machines,1,0,0,
3056,Tire Balancer,1,0,0,
3056,Radiator Machine,1,,1,
3056,Oil Evacuator,1,0,0,
3056,Differential EVAC machine,0,,1,
3056,BFE EVAC Machine,1,0,0,
3056,A/C machine,1,,1,
3056,Sump EVAC Machine,0,,,
3056,"Oil sumps (leaking, roller condition)",3,0,0,
3056,"Compressors (Operational, Down Time)",1,0,0,
3056,"Oil Pumps (Operational,  Down Time)",6,1,1,3 pumps need to be repaired/replaced
3056,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,0,
3056,"Oil Guns (Leaking, Screen operational)",10,1,1,guns need to be gone thru and repaired replaced
3056,"Oil Gun Hoses (Leaking, Cracked, Worn)",,1,1,see above
3056,Grease Gun (Leaking),1,,1,
3056,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,,bay 2 is leaking fluid and bay3 does not work need diagnosed
3056,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
3056,Oil Tanks (Leaking),,,,
3056,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
3056,Oil Tanks (Not In Use),3,,,
3056,Trash Cans,4,,,
3056,Water Bibb cocks (washer/coolant),4,,1,
3056,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,2 wf hoses/ 1 works need to diagnose
3056,Coolant pump/hoses (Operational),0,,1,
3056,"Air Regulators (Operational, Leaks)",6,,1,4 leaking
3056,"Air hoses (Operational, Leaks, Cracks)",4,1,1,3 leak
3056,"Water Separators (Operational, Leaks)",1,0,0,
3056,Lower Bay Mop Sink Lift Pump (Operational),0,,,
3238,Transmission Machine ,1,0,0,
3238,Tire Machines,1,0,0,
3238,Tire Balancer,1,0,0,
3238,Radiator Machine,1,0,0,
3238,Oil Evacuator,1,0,0,
3238,Differential EVAC machine,0,,1,need 1
3238,BFE EVAC Machine,1,0,0,
3238,A/C machine,0,,1,need 1
3238,Sump EVAC Machine ,0,0,0,
3238,"Oil sumps (leaking, roller condition)",3,1,,wheels on bay 1 and 2 need replament. Sump falls off track and call on the gorund
3238,"Compressors (Operational, Down Time)",2,0,,
3238,"Oil Pumps (Operational,  Down Time)",5,0,,
3238,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,,
3238,"Oil Guns (Leaking, Screen operational)",10,,1,"3 screens don? work 5w30 conv, 15w40 T4, 5w30 gold"
3238,"Oil Gun Hoses (Leaking, Cracked, Worn)",10,0,0,
3238,Grease Gun (Leaking),2,0,0,hand held only
3238,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,,1,bay 3 has no locks 
3238,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3238,Oil Tanks (Leaking),6,,1,used oil pump is leaking 
3238,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,0,
3238,Oil Tanks (Not In Use),0,,,
3238,Trash Cans ,14,,1,"2 lower bay, 6 upper bay - wron and cracked"
3238,Water Bibb cocks (washer/coolant),6,1,,2 waher fluid bib cocks missing tips
3238,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,1,washer fluid hose leaking in lower bay
3238,Coolant pump/hoses (Operational),1,0,0,
3238,"Air Regulators (Operational, Leaks)",10,0,0,
3238,"Air hoses (Operational, Leaks, Cracks)",3,,1,need 2 air hoses on mechanic bays. Hoses leak and reels are stuck
3238,"Water Separators (Operational, Leaks)",0,,,
3238,Lower Bay Mop Sink Lift Pump (Operational),0,,,
3253,Transmission Machine ,1,0,0,Troy wants a new one for this store
3253,Tire Machines,1,0,0,
3253,Tire Balancer,1,0,0,
3253,Radiator Machine,1,0,0,
3253,Oil Evacuator,1,1,0,drain hose cracked
3253,Differential EVAC machine,1,0,0,
3253,BFE EVAC Machine,1,1,1,works 50 % of the time
3253,A/C machine,1,0,0,r134a only about 12 years old
3253,Sump EVAC Machine ,,,,
3253,"Oil sumps (leaking, roller condition)",3,1,0,Oil catch pans do not roll all the way back
3253,"Compressors (Operational, Down Time)",2,0,0,
3253,"Oil Pumps (Operational,  Down Time)",9,0,0,
3253,"Oil Pump Hoses (Leaking, Cracked, Worn)",9,0,0,
3253,"Oil Guns (Leaking, Screen operational)",9,0,0,
3253,"Oil Gun Hoses (Leaking, Cracked, Worn)",9,0,0,normal seepage 
3253,Grease Gun (Leaking),3,0,0,
3253,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,parts are ordered for bay 2 we will fix when parts show up
3253,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3253,Oil Tanks (Leaking),11,0,0,normal seepage 
3253,"Oil Tank Hoses (Leaking, Cracked, Worn)",11,0,0,
3253,Oil Tanks (Not In Use),,,,
3253,Trash Cans ,8,0,0,we use old 16 gallon kegs for lower bay
3253,Water Bibb cocks (washer/coolant),4,0,0,
3253,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3253,Coolant pump/hoses (Operational),1,0,0,
3253,"Air Regulators (Operational, Leaks)",11,0,0,minimal air leaks
3253,"Air hoses (Operational, Leaks, Cracks)",12,0,1,2 need to be replaced for Haltec machines
3253,"Water Separators (Operational, Leaks)",5,0,0,Triple traps
3253,Lower Bay Mop Sink Lift Pump (Operational),1,1,0,Needs new faucet 
3268,Transmission Machine ,1,0,0,
3268,Tire Machines,0,0,0,None at this location
3268,Tire Balancer,0,0,0,None at this location
3268,Radiator Machine,1,0,0,
3268,Oil Evacuator,1,0,0,
3268,Differential EVAC machine,1,0,0,
3268,BFE EVAC Machine,1,0,0,
3268,A/C machine,0,0,0,None at this location
3268,Sump EVAC Machine ,1,0,0,Works properly 
3268,"Oil sumps (leaking, roller condition)",2,1,0,Metal meshing needs replacment.
3268,"Compressors (Operational, Down Time)",1,0,0,
3268,"Oil Pumps (Operational,  Down Time)",7,0,0,
3268,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,
3268,"Oil Guns (Leaking, Screen operational)",6,1,1,1 repair and 1 replacment.
3268,"Oil Gun Hoses (Leaking, Cracked, Worn)",6,0,0,
3268,Grease Gun (Leaking),2,0,0,
3268,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3268,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,None at this location
3268,Oil Tanks (Leaking),9,0,0,
3268,"Oil Tank Hoses (Leaking, Cracked, Worn)",9,0,0,
3268,Oil Tanks (Not In Use),0,0,0,
3268,Trash Cans ,7,0,0,
3268,Water Bibb cocks (washer/coolant),2,0,0,
3268,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0,
3268,Coolant pump/hoses (Operational),2,0,0,
3268,"Air Regulators (Operational, Leaks)",2,0,0,
3268,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
3268,"Water Separators (Operational, Leaks)",1,0,0,
3268,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3272,Transmission Machine,1,,,good condition
3272,Tire Machines,1,,,good condition
3272,Tire Balancer,1,,,good condition
3272,Radiator Machine,1,,,good condition
3272,Oil Evacuator,,,,
3272,Differential EVAC machine,1,,,good condition
3272,BFE EVAC Machine,1,,,good condition
3272,A/C machine,1,,,good condition
3272,Sump EVAC Machine,1,,,good condition
3272,"Oil sumps (leaking, roller condition)",1,,,good condition
3272,"Compressors (Operational, Down Time)",1,,,good condition
3272,"Oil Pumps (Operational,  Down Time)",,,,good condition
3272,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,good condition
3272,"Oil Guns (Leaking, Screen operational)",,,,3 guns need replacing
3272,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,4 hoses minor leaks
3272,Grease Gun (Leaking),,,,good condition
3272,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,good condition
3272,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,good condition
3272,Oil Tanks (Leaking),,,,used oil tanks minor leaks
3272,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,good condition
3272,Oil Tanks (Not In Use),,,,0
3272,Trash Cans,,,,need new ones
3272,Water Bibb cocks (washer/coolant),,,,good condition
3272,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,good condition
3272,Coolant pump/hoses (Operational),,,,
3272,"Air Regulators (Operational, Leaks)",,,,good condition
3272,"Air hoses (Operational, Leaks, Cracks)",,,,good condition
3272,"Water Separators (Operational, Leaks)",,,,leaks
3272,Lower Bay Mop Sink Lift Pump (Operational),,,,good condition
3286,Transmission Machine,1,0,0,
3286,Tire Machines,1,0,0,
3286,Tire Balancer,1,0,0,
3286,Radiator Machine,1,0,1,would like to get updated one if possible
3286,Oil Evacuator,1,0,0,
3286,Differential EVAC machine,1,0,0,
3286,BFE EVAC Machine,1,0,0,
3286,A/C machine,1,1,0,"needs maintenance, possible new filter"
3286,Sump EVAC Machine,,,,
3286,"Oil sumps (leaking, roller condition)",4,1,0,"Bay 1 and 2 leak at connector, we place a bucket underneath each hose connection at night to catch any leaks"
3286,"Compressors (Operational, Down Time)",1,0,0,
3286,"Oil Pumps (Operational,  Down Time)",3,1,0,t6 and pz520 leak air
3286,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,
3286,"Oil Guns (Leaking, Screen operational)",2,1,0,"t6 screen does not light up, every so often it doesnt count qts on the screen"
3286,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,1,1,"t6, pz520, pz530 and s530 on bay one are all cracked, dry rotted"
3286,Grease Gun (Leaking),,,,
3286,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3286,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,0,right side always rests lower while in use.  
3286,Oil Tanks (Leaking),2,1,0,"possible t6, pz520 and pz530 slow leak through berms to bay 3 floor"
3286,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,0,0,
3286,Oil Tanks (Not In Use),1,0,0,
3286,Trash Cans,11,0,0,
3286,Water Bibb cocks (washer/coolant),1,0,0,
3286,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3286,Coolant pump/hoses (Operational),1,0,0,
3286,"Air Regulators (Operational, Leaks)",2,1,0,t6 and pz520 leak air
3286,"Air hoses (Operational, Leaks, Cracks)",,,,
3286,"Water Separators (Operational, Leaks)",1,0,0,
3286,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3288,Transmission Machine ,1,,,
3288,Tire Machines,1,,,
3288,Tire Balancer,1,,,
3288,Radiator Machine,1,,,
3288,Oil Evacuator,0,,,
3288,Differential EVAC machine,0,,,
3288,BFE EVAC Machine,1,,,
3288,A/C machine,1,,,
3288,Sump EVAC Machine ,1,,,
3288,"Oil sumps (leaking, roller condition)",X,,,
3288,"Compressors (Operational, Down Time)",1,,,
3288,"Oil Pumps (Operational,  Down Time)",8,,,
3288,"Oil Pump Hoses (Leaking, Cracked, Worn)",X,,,
3288,"Oil Guns (Leaking, Screen operational)",X,1,,Conv 520/ Syn 520 leaking
3288,"Oil Gun Hoses (Leaking, Cracked, Worn)",X,,,
3288,Grease Gun (Leaking),X,,,
3288,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,,,
3288,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",X,,,
3288,Oil Tanks (Leaking),X,,,
3288,"Oil Tank Hoses (Leaking, Cracked, Worn)",X,,,
3288,Oil Tanks (Not In Use),0,,,
3288,Trash Cans ,8,,,
3288,Water Bibb cocks (washer/coolant),2,,,
3288,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,
3288,Coolant pump/hoses (Operational),1,,,
3288,"Air Regulators (Operational, Leaks)",X,,,
3288,"Air hoses (Operational, Leaks, Cracks)",X,,,
3288,"Water Separators (Operational, Leaks)",X,,,
3288,Lower Bay Mop Sink Lift Pump (Operational),1,1,,Sink get stopped up / Slow draining
3305,Transmission Machine ,1,0,0,Brand New
3305,Tire Machines,1,1,0,Arm has hydralic/air leak
3305,Tire Balancer,1,0,0,"Good Condition, No Issues"
3305,Radiator Machine,1,0,0,Brand New
3305,Oil Evacuator,1,0,0,Brand New
3305,Differential EVAC machine,0,,,
3305,BFE EVAC Machine,1,0,0,Brand New
3305,A/C machine,0,,,
3305,Sump EVAC Machine ,1,0,1,Constant Repairs
3305,"Oil sumps (leaking, roller condition)",4,1,0,All need new rollers
3305,"Compressors (Operational, Down Time)",1,0,0,Operational
3305,"Oil Pumps (Operational,  Down Time)",8,0,1,2 need constant repair
3305,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,1,4 hoses leak
3305,"Oil Guns (Leaking, Screen operational)",8,0,0,"Good Condition, No Issues"
3305,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,"Good Condition, No Issues"
3305,Grease Gun (Leaking),2,0,0,"Handheld guns, refilledable tubes"
3305,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,1,Bay 1 has locking issue - saftey issue
3305,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,1,"Constant repairs, not level, tilting, issues with engaging/disengaging leaks"
3305,Oil Tanks (Leaking),8,0,0,"Good Condition, No Issues"
3305,"Oil Tank Hoses (Leaking, Cracked, Worn)",8,0,0,"Good Condition, No Issues"
3305,Oil Tanks (Not In Use),,,,
3305,Trash Cans ,5,0,0,"Good Condition, No Issues"
3305,Water Bibb cocks (washer/coolant),2,0,0,"Good Condition, No Issues"
3305,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,Operational
3305,Coolant pump/hoses (Operational),1,0,0,Operational
3305,"Air Regulators (Operational, Leaks)",12,0,0,"Good Condition, No Issues"
3305,"Air hoses (Operational, Leaks, Cracks)",4,0,0,"Good Condition, No Issues"
3305,"Water Separators (Operational, Leaks)",0,,,
3305,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,"Good Condition, No Issues"
3306,Transmission Machine ,1,0,0,Brand New
3306,Tire Machines,1,0,0,"Good Condition, No Issues"
3306,Tire Balancer,1,0,0,"Good Condition, No Issues"
3306,Radiator Machine,1,0,1,"Older, leaks, handle broken, not holding pressure"
3306,Oil Evacuator,1,0,0,Brand New
3306,Differential EVAC machine,0,,,
3306,BFE EVAC Machine,1,0,0,Brand New
3306,A/C machine,0,,,
3306,Sump EVAC Machine ,1,0,1,Needs constant repair
3306,"Oil sumps (leaking, roller condition)",3,1,0,Need new wheels on all sumps
3306,"Compressors (Operational, Down Time)",1,1,0,Retains water
3306,"Oil Pumps (Operational,  Down Time)",8,0,0,
3306,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,0,
3306,"Oil Guns (Leaking, Screen operational)",16,0,0,
3306,"Oil Gun Hoses (Leaking, Cracked, Worn)",16,1,0,"520 Plat gun needs to be replaced, missing nozzle"
3306,Grease Gun (Leaking),2,0,0,Handheld
3306,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,Bay 3 - one side lifts higher than other and slowly levels itself out
3306,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3306,Oil Tanks (Leaking),10,0,0,"Good Condition, No Issues"
3306,"Oil Tank Hoses (Leaking, Cracked, Worn)",8,0,0,"Good Condition, No Issues"
3306,Oil Tanks (Not In Use),,,,
3306,Trash Cans ,5,0,0,"Good Condition, No Issues"
3306,Water Bibb cocks (washer/coolant),4,0,0,
3306,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,Operational
3306,Coolant pump/hoses (Operational),1,0,0,Operational
3306,"Air Regulators (Operational, Leaks)",12,0,0,All in good condition
3306,"Air hoses (Operational, Leaks, Cracks)",7,0,0,All in good condition
3306,"Water Separators (Operational, Leaks)",,,,
3306,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,Operational and in good condition
3307,Transmission Machine,1,0,0,
3307,Tire Machines,1,1,0,Air line need repair
3307,Tire Balancer,1,0,0,
3307,Radiator Machine,1,0,1,Used cooland intake hose has hole in it
3307,Oil Evacuator,1,0,0,
3307,Differential EVAC machine,1,0,0,
3307,BFE EVAC Machine,1,0,0,
3307,A/C machine,0,,,
3307,Sump EVAC Machine,1,0,0,
3307,"Oil sumps (leaking, roller condition)",3,0,0,
3307,"Compressors (Operational, Down Time)",1,0,0,
3307,"Oil Pumps (Operational,  Down Time)",8,0,0,
3307,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,0,
3307,"Oil Guns (Leaking, Screen operational)",16,1,1,"Three have braken faces, one is not pumping corectly"
3307,"Oil Gun Hoses (Leaking, Cracked, Worn)",16,0,0,
3307,Grease Gun (Leaking),1,1,0,No air lines to it any more use hand helds
3307,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,,Bay three lift will not let down have to manualy  unlock to lower
3307,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3307,Oil Tanks (Leaking),1,0,,
3307,"Oil Tank Hoses (Leaking, Cracked, Worn)",0,0,,
3307,Oil Tanks (Not In Use),0,0,,
3307,Trash Cans,7,,1,old and needs to be replaced
3307,Water Bibb cocks (washer/coolant),2,,0,
3307,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,0,
3307,Coolant pump/hoses (Operational),1,,0,
3307,"Air Regulators (Operational, Leaks)",8,,,
3307,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
3307,"Water Separators (Operational, Leaks)",2,0,0,
3307,Lower Bay Mop Sink Lift Pump (Operational),1,,1,Sink is broken and does not drian properly
3308,Transmission Machine,1,0,0,New
3308,Tire Machines,1,0,0,Good Condition
3308,Tire Balancer,1,0,0,Good Condition
3308,Radiator Machine,1,1,0,Replacing the bottom wheel (already ordered)
3308,Oil Evacuator,1,0,0,Good Condition
3308,Differential EVAC machine,0,0,0,Good Condition
3308,BFE EVAC Machine,1,0,1,Ordered one
3308,A/C machine,0,0,0,
3308,Sump EVAC Machine,1,0,0,Good Condition
3308,"Oil sumps (leaking, roller condition)",3,1,0,Rollers (wheels) are old but works fine
3308,"Compressors (Operational, Down Time)",1,0,0,Good Condition
3308,"Oil Pumps (Operational,  Down Time)",6,0,0,Good Condition
3308,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,Good Condition
3308,"Oil Guns (Leaking, Screen operational)",16,1,0,"1 Needs repairs, 6 guns will be removed)"
3308,"Oil Gun Hoses (Leaking, Cracked, Worn)",16,0,0,Good Condition
3308,Grease Gun (Leaking),0,0,0,
3308,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,0,0,Good Condition
3308,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,safety locks on bay 4 need attention
3308,Oil Tanks (Leaking),6,0,0,Good Condition
3308,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,0,Good Condition
3308,Oil Tanks (Not In Use),1,0,0,Good Condition
3308,Trash Cans,4,0,0,Good Condition
3308,Water Bibb cocks (washer/coolant),2,0,0,Good Condition
3308,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0,Good Condition
3308,Coolant pump/hoses (Operational),2,0,0,Good Condition
3308,"Air Regulators (Operational, Leaks)",7,0,0,Good Condition
3308,"Air hoses (Operational, Leaks, Cracks)",14,0,0,Good Condition
3308,"Water Separators (Operational, Leaks)",7,0,0,Good Condition
3308,Lower Bay Mop Sink Lift Pump (Operational),1,1,0,old sink needs attention /replace legs
3309,Transmission Machine,1,0,0,
3309,Tire Machines,0,,,
3309,Tire Balancer,0,,,
3309,Radiator Machine,1,0,0,
3309,Oil Evacuator,,,,
3309,Differential EVAC machine,1,0,0,
3309,BFE EVAC Machine,1,0,0,
3309,A/C machine,0,,,
3309,Sump EVAC Machine,0,,,
3309,"Oil sumps (leaking, roller condition)",4,1,,wheels are worn down and dont really roll they just slid
3309,"Compressors (Operational, Down Time)",1,0,,
3309,"Oil Pumps (Operational,  Down Time)",8,0,0,
3309,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,0,
3309,"Oil Guns (Leaking, Screen operational)",8,0,0,
3309,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
3309,Grease Gun (Leaking),0,0,,
3309,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,0,0,
3309,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,,
3309,Oil Tanks (Leaking),10,0,0,
3309,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,,
3309,Oil Tanks (Not In Use),,,,
3309,Trash Cans,6,0,0,
3309,Water Bibb cocks (washer/coolant),1,0,0,
3309,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3309,Coolant pump/hoses (Operational),1,0,0,
3309,"Air Regulators (Operational, Leaks)",12,0,0,
3309,"Air hoses (Operational, Leaks, Cracks)",,0,,
3309,"Water Separators (Operational, Leaks)",1,0,0,
3309,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3310,Transmission Machine,1,0,0,
3310,Tire Machines,1,1,1,does not work
3310,Tire Balancer,1,1,1,does not work
3310,Radiator Machine,1,0,0,
3310,Oil Evacuator,1,1,0,need new oil tubes
3310,Differential EVAC machine,0,1,1,dont have one
3310,BFE EVAC Machine,1,0,0,
3310,A/C machine,0,0,0,dont have one
3310,Sump EVAC Machine,1,1,1,needs service bad/ poss replace
3310,"Oil sumps (leaking, roller condition)",3,1,1,16 years old
3310,"Compressors (Operational, Down Time)",1,1,0,poss service
3310,"Oil Pumps (Operational,  Down Time)",8,1,1,"in cold weather some pumps dont work, leaks, 16yr old, pumps slow"
3310,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,1,1,"all leak, old, never stops leaking"
3310,"Oil Guns (Leaking, Screen operational)",16,,1,"Bay2-3 guns dont work, bay 1-2 blend guns dont count"
3310,"Oil Gun Hoses (Leaking, Cracked, Worn)",16,1,1,"all hoses   bad, all leak, metal coming out the hose"
3310,Grease Gun (Leaking),0,1,1,"havent had grease , 1 grease guns"
3310,"floor lifts(locks engage/disengage, hydraulic cylinder leaking",3,1,1,"locks dont work, lifts barely go down, all 3 lifts lock messed up"
3310,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,1,"locks dont work, wire broke, sketchy lowering lift, dont use lift, need new lines"
3310,Oil Tanks (Leaking),10,1,1,"Bay 1 tanks, poss leaking, old"
3310,"Oil Tank Hoses (Leaking, Cracked, Worn)",all,1,1,
3310,Oil Tanks (Not In Use),2,0,0,
3310,Trash Cans,6,0,0,
3310,Water Bibb cocks (washer/coolant),4,0,0,oil liners are cheap
3310,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,1,Bay 2 needs  to be replaced
3310,Coolant pump/hoses (Operational),2,0,0,"pump is always on , needs to be replaced or serviced"
3310,"Air Regulators (Operational, Leaks)",3,0,0,poss service
3310,"Air hoses (Operational, Leaks, Cracks)",,0,0,"always on, air leak. Air guns work 50/50"
3310,"Water Separators (Operational, Leaks)",1,1,1,
3310,Lower Bay Mop Sink Lift Pump (Operational),,,,"constantly overflows, cant use sink"
3320,Transmission Machine,1,0,0,
3320,Tire Machines,1,0,0,
3320,Tire Balancer,1,0,0,
3320,Radiator Machine,1,0,0,
3320,Oil Evacuator,1,0,0,
3320,Differential EVAC machine,1,,1,Does not work from missing pieces
3320,BFE EVAC Machine,1,0,0,
3320,A/C machine,,,,
3320,Sump EVAC Machine,1,0,0,
3320,"Oil sumps (leaking, roller condition)",3,0,0,
3320,"Compressors (Operational, Down Time)",1,0,0,
3320,"Oil Pumps (Operational,  Down Time)",7,0,0,
3320,"Oil Pump Hoses (Leaking, Cracked, Worn)",7,0,0,
3320,"Oil Guns (Leaking, Screen operational)",14,0,0,
3320,"Oil Gun Hoses (Leaking, Cracked, Worn)",14,0,0,
3320,Grease Gun (Leaking),2,0,0,
3320,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3320,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3320,Oil Tanks (Leaking),7,0,0,
3320,"Oil Tank Hoses (Leaking, Cracked, Worn)",7,0,0,
3320,Oil Tanks (Not In Use),0,,,
3320,Trash Cans,4,0,0,
3320,Water Bibb cocks (washer/coolant),2,0,0,
3320,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3320,Coolant pump/hoses (Operational),1,0,0,
3320,"Air Regulators (Operational, Leaks)",9,0,0,
3320,"Air hoses (Operational, Leaks, Cracks)",6,0,0,
3320,"Water Separators (Operational, Leaks)",9,0,0,
3320,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3337,Transmission Machine,1,0,0,
3337,Tire Machines,1,1,1,needs proper duckbill for mounting tires
3337,Tire Balancer,1,0,0,
3337,Radiator Machine,1,0,0,
3337,Oil Evacuator,0,0,0,
3337,Differential EVAC machine,1,0,0,
3337,BFE EVAC Machine,1,0,0,
3337,A/C machine,0,,,
3337,Sump EVAC Machine,0,,,
3337,"Oil sumps (leaking, roller condition)",3,1,1,Bay 3 sump needs grate cover and drain connections
3337,"Compressors (Operational, Down Time)",1,1,1,"has air leak, oil is milky after its changed. Needs to be serviced"
